"species","file","class","code","time"
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",73.323
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",73.621
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",73.664
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",73.86
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",74.1
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",74.388
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",74.41
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",74.58
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",74.82
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",75.071
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",75.113
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",75.241
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",75.54
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",75.78
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",75.82
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",75.966
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",76.265
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",76.5
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",76.542
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",76.8
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",77.04
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",77.266
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",77.34
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",77.586
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",77.821
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",78.06
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",78.06
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",78.36
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",78.61
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",78.844
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",78.951
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",79.08
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",79.38
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",79.68
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",79.74
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",79.92
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",80.166
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",80.464
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",80.465
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",80.7
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",80.94
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",81.189
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",81.34
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",81.488
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",4," interaction end",81.722
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",81.722
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",82.021
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",82.26
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",82.3
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",82.5
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",82.746
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",82.98
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",83.023
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",83.22
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",83.58
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",83.82
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",83.833
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",84.067
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",84.302
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",84.473
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",84.54
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",84.78
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",85.027
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",85.18
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",85.325
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",85.56
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",85.86
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",85.901
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",86.1
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",86.4
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",86.711
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",86.78
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",86.988
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",87.4
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",87.671
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",87.7
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",87.884
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",88.12
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",88.42
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",88.63
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",88.66
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",88.907
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",89.142
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",89.44
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",89.675
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",89.68
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",89.93
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",90.165
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",90.38
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",90.464
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",90.64
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",90.89
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",91.103
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",91.188
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",91.423
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",91.66
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",91.9
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",4,"interaction start",92
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",92.2
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",1,"voice_start",92.382
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",92.51
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",92.744
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",92.98
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",2,"tail_up",93.22
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",4," interaction end",93.448
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",0,"END",93.97
"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv",0,"END",93.97
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",0.325
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",0.5
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",0.687
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",0.8
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",1.05
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",1.284
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",1.52
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",1.561
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",1.881
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",2.12
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",2.286
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",2.36
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",2.67
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",2.904
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",3.16
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",3.203
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",3.38
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",3.68
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",3.928
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",3.97
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",4.1
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",4.4
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",4.64
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",4.887
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",4.93
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",5.122
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",5.36
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",5.655
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",5.66
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",5.911
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",6.145
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",6.443
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",6.614
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",6.68
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",7.04
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",7.28
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",7.58
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",7.723
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",7.88
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",8.18
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",8.426
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",8.6
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",8.725
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",9.087
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",9.322
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",9.492
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",9.62
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",9.92
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",10.16
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",10.366
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",10.46
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",10.76
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",11.006
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",11.16
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",11.24
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",11.54
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",11.84
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",12.05
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",12.08
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",12.44
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",12.74
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",12.84
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",13.04
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",13.287
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",13.585
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",13.649
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",13.82
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",14.12
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",14.36
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",14.44
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",14.609
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",14.843
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",15.142
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",15.248
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",15.38
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",15.68
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",15.98
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",16.208
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",16.229
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",16.528
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",16.762
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",16.932
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",17
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",17.24
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",17.487
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",17.721
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",17.807
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",17.96
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",18.26
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",18.56
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",18.681
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",18.809
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",19.043
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",19.342
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",19.491
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",19.58
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",19.768
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",20.003
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",20.18
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",20.365
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",20.429
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",20.664
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",20.9
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",21.09
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",21.14
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",21.388
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",21.56
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",21.8
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",22.049
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",22.049
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",22.284
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",22.52
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",22.76
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",22.84
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",23.009
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",23.286
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",23.52
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",23.648
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",23.76
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",24.011
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",24.245
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",24.373
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",24.544
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",24.78
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",25.02
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",25.247
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",25.268
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",25.44
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",25.741
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",25.98
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",26.04
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",26.228
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",26.462
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",26.7
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",26.846
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",27
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",27.3
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",27.486
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",27.656
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",27.784
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",28.02
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",28.26
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",28.36
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",28.62
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",28.86
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",29.085
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",29.17
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",29.32
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",29.511
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",29.81
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",30.044
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",30.129
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",30.28
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",30.52
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",30.769
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",30.94
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",31.003
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",31.18
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",31.48
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",31.728
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",31.728
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",31.963
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",32.2
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",32.44
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",32.688
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",32.688
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",32.922
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",33.16
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",33.4
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",33.562
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",33.647
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",33.882
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",34.18
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",34.44
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",34.48
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",34.67
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",34.969
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",35.203
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",35.331
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",35.44
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",35.74
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",36.04
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",36.205
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",36.291
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",36.525
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",36.824
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",36.93
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",37.122
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",37.36
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",37.6
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",37.89
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",37.911
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",38.145
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",38.38
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",38.62
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",38.68
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",38.87
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",39.169
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",39.403
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",39.574
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",39.702
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",39.94
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",2,"tail_up",40.24
"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv",1,"voice_start",40.363
