time,code,class
3.4,voice_start,1
3.925,voice_start,1
4.375,voice_start,1
4.9,voice_start,1
20.725,voice_start,1
21.075,voice_start,1
21.6,voice_start,1
24.3,voice_start,1
24.75,voice_start,1
25.45,voice_start,1
27.825,voice_start,1
28.35,voice_start,1
28.8,voice_start,1
29.425,voice_start,1
29.85,voice_start,1
30.375,voice_start,1
30.9,voice_start,1
31.35,voice_start,1
32.05,voice_start,1
32.575,voice_start,1
33.1,voice_start,1
33.625,voice_start,1
34.325,voice_start,1
34.85,voice_start,1
35.65,voice_start,1
36.25,voice_start,1
36.95,voice_start,1
37.75,voice_start,1
38.525,voice_start,1
39.325,voice_start,1
40.05,voice_start,1
40.75,voice_start,1
41.275,voice_start,1
41.825,voice_start,1
42.25,voice_start,1
42.775,voice_start,1
43.3,voice_start,1
44,voice_start,1
44.55,voice_start,1
44.975,voice_start,1
45.425,voice_start,1
46.2,voice_start,1
46.725,voice_start,1
47.175,voice_start,1
47.7,voice_start,1
48.125,voice_start,1
48.65,voice_start,1
49.175,voice_start,1
49.725,voice_start,1
50.25,voice_start,1
50.775,voice_start,1
51.3,voice_start,1
51.825,voice_start,1
52.35,voice_start,1
52.9,voice_start,1
53.325,voice_start,1
54.125,voice_start,1
55,voice_start,1
55.45,voice_start,1
56.4,voice_start,1
57,voice_start,1
57.725,voice_start,1
58.5,voice_start,1
59.1,voice_start,1
59.825,voice_start,1
60.525,voice_start,1
61.225,voice_start,1
62,voice_start,1
62.65,voice_start,1
63.45,voice_start,1
64.15,voice_start,1
64.85,voice_start,1
65.375,voice_start,1
65.825,voice_start,1
66.35,voice_start,1
66.8,voice_start,1
67.5,voice_start,1
68.375,voice_start,1
69,voice_start,1
69.6,voice_start,1
70.3,voice_start,1
70.825,voice_start,1
71.525,voice_start,1
3.75,tail_up,2
4.125,tail_up,2
4.375,tail_up,2
4.55,tail_up,2
4.725,tail_up,2
5,tail_up,2
5.275,tail_up,2
5.525,tail_up,2
5.7,tail_up,2
5.875,tail_up,2
6.15,tail_up,2
6.4,tail_up,2
6.675,tail_up,2
6.925,tail_up,2
7.125,tail_up,2
7.375,tail_up,2
7.65,tail_up,2
7.9,tail_up,2
8.075,tail_up,2
8.35,tail_up,2
8.6,tail_up,2
8.775,tail_up,2
9.05,tail_up,2
9.3,tail_up,2
9.575,tail_up,2
9.825,tail_up,2
10,tail_up,2
10.275,tail_up,2
10.525,tail_up,2
10.7,tail_up,2
10.975,tail_up,2
11.225,tail_up,2
11.5,tail_up,2
11.75,tail_up,2
11.925,tail_up,2
12.2,tail_up,2
12.475,tail_up,2
12.65,tail_up,2
12.9,tail_up,2
13.175,tail_up,2
13.425,tail_up,2
13.7,tail_up,2
13.975,tail_up,2
14.225,tail_up,2
14.5,tail_up,2
14.75,tail_up,2
14.925,tail_up,2
15.2,tail_up,2
15.475,tail_up,2
15.725,tail_up,2
15.975,tail_up,2
16.25,tail_up,2
16.425,tail_up,2
16.7,tail_up,2
16.95,tail_up,2
17.225,tail_up,2
17.475,tail_up,2
17.75,tail_up,2
18,tail_up,2
18.275,tail_up,2
18.45,tail_up,2
18.725,tail_up,2
18.975,tail_up,2
19.25,tail_up,2
19.5,tail_up,2
19.775,tail_up,2
20.725,tail_up,2
20.9,tail_up,2
21.175,tail_up,2
21.425,tail_up,2
21.7,tail_up,2
21.95,tail_up,2
22.125,tail_up,2
22.4,tail_up,2
22.65,tail_up,2
23,tail_up,2
24.4,tail_up,2
24.675,tail_up,2
24.925,tail_up,2
25.2,tail_up,2
25.375,tail_up,2
25.55,tail_up,2
25.825,tail_up,2
27.825,tail_up,2
28,tail_up,2
28.275,tail_up,2
28.525,tail_up,2
28.8,tail_up,2
29.05,tail_up,2
29.325,tail_up,2
29.575,tail_up,2
29.75,tail_up,2
30.025,tail_up,2
30.3,tail_up,2
30.55,tail_up,2
30.825,tail_up,2
31.075,tail_up,2
31.25,tail_up,2
31.525,tail_up,2
31.775,tail_up,2
32.05,tail_up,2
32.3,tail_up,2
32.575,tail_up,2
32.825,tail_up,2
33.1,tail_up,2
33.35,tail_up,2
33.525,tail_up,2
33.875,tail_up,2
34.575,tail_up,2
34.85,tail_up,2
35.025,tail_up,2
35.3,tail_up,2
35.575,tail_up,2
35.825,tail_up,2
36,tail_up,2
37.05,tail_up,2
37.325,tail_up,2
37.575,tail_up,2
37.75,tail_up,2
38.025,tail_up,2
38.3,tail_up,2
38.55,tail_up,2
38.825,tail_up,2
39.075,tail_up,2
39.25,tail_up,2
39.6,tail_up,2
39.775,tail_up,2
40.05,tail_up,2
40.3,tail_up,2
40.575,tail_up,2
40.825,tail_up,2
41.1,tail_up,2
41.35,tail_up,2
41.525,tail_up,2
41.8,tail_up,2
42.05,tail_up,2
42.325,tail_up,2
42.575,tail_up,2
42.85,tail_up,2
43.05,tail_up,2
43.3,tail_up,2
43.575,tail_up,2
43.85,tail_up,2
44.2,tail_up,2
44.475,tail_up,2
44.825,tail_up,2
45,tail_up,2
