"code","time","rate","species","file","file.cut","sgmt","file.cut.sgmt"
"song",18,1.25,"Phaethornis yaruqui","entry0030_2000-01-01T000000_000.csv","entry0030_2000-01-01T000000_000.csv-1",3,"entry0030_2000-01-01T000000_000.csv-1-3"
"wag",18,3.5,"Phaethornis yaruqui","entry0030_2000-01-01T000000_000.csv","entry0030_2000-01-01T000000_000.csv-1",3,"entry0030_2000-01-01T000000_000.csv-1-3"
"song",0,1,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",0,1.75,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",2,0.75,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",2,3,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",4,0.5,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",4,1.5,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",6,0.75,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",6,0.5,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",8,0.5,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",8,0.5,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",10,0.25,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",10,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",12,0.25,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",12,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",14,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",14,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",16,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",16,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",18,0.5,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"wag",18,0,"Phaethornis yaruqui","entry0031_2000-01-01T000000_000.csv","entry0031_2000-01-01T000000_000.csv-1",1,"entry0031_2000-01-01T000000_000.csv-1-1"
"song",0,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",0,3,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",2,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",2,3.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",4,1,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",4,3.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",6,0.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",6,3.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",8,0.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",8,3.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",10,0.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",10,3,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",12,0.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",12,3,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",14,0,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",14,3,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",16,0,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",16,2.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",17.5775,0.316957210776545,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"wag",17.5775,1.90174326465927,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-1",1,"entry0032_2000-01-01T000000_000.csv-1-1"
"song",0,1.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",0,3.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",2,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",2,3.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",4,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",4,3.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",6,1.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",6,3.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",8,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",8,3.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",10,1,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",10,3.75,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",12,1,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",12,3.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",14,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",14,3.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",16,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",16,3.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",18,1.25,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"wag",18,3.5,"Phaethornis yaruqui","entry0032_2000-01-01T000000_000.csv","entry0032_2000-01-01T000000_000.csv-2",1,"entry0032_2000-01-01T000000_000.csv-2-1"
"song",0,1.25,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",0,3.75,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",2,1.25,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",2,4,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",4,1,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",4,3.75,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",6,1,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",6,3.5,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",8,1,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",8,3.5,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",10,1.25,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",10,3.5,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",12,1.25,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",12,3.75,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",14,1.25,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",14,4,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",16,1.25,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",16,3.75,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",18,1,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"wag",18,4,"Phaethornis yaruqui","entry0033_2000-01-01T000000_000.csv","entry0033_2000-01-01T000000_000.csv-1",1,"entry0033_2000-01-01T000000_000.csv-1-1"
"song",0,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",0,4,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",2,1.25,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",2,4,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",4,1.25,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",4,4.25,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",6,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",6,4.25,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",8,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",8,4,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",10,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",10,4,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",12,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",12,4.25,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",14,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",14,4,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",16,1,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",16,3.5,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",18,0.75,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"wag",18,3,"Phaethornis yaruqui","entry0035_2000-01-01T000000_000.csv","entry0035_2000-01-01T000000_000.csv-1",1,"entry0035_2000-01-01T000000_000.csv-1-1"
"song",0,1,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",0,4.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",2,1.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",2,4.75,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",4,1.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",4,4.5,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",6,1.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",6,4.5,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",8,1.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",8,4.5,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",10,1,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",10,4.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",12,1,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",12,4.5,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",14,1,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",14,4.5,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",16,1,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",16,4.5,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",18,1,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"wag",18,4.25,"Phaethornis yaruqui","entry0036_2000-01-01T000000_000.csv","entry0036_2000-01-01T000000_000.csv-1",1,"entry0036_2000-01-01T000000_000.csv-1-1"
"song",0,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",0,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",2,1.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",2,4.5,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",4,1.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",4,4.5,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",6,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",6,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",8,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",8,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",10,1.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",10,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",12,1.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",12,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",14,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",14,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",16,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",16,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",18,0.75,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"wag",18,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",1,"entry0037_2000-01-01T000000_000.csv-1-1"
"song",0,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"wag",0,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"song",2,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"wag",2,4.5,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"song",4,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"wag",4,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"song",6,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"wag",6,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"song",8,1,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
"wag",8,4.25,"Phaethornis yaruqui","entry0037_2000-01-01T000000_000.csv","entry0037_2000-01-01T000000_000.csv-1",3,"entry0037_2000-01-01T000000_000.csv-1-3"
